id,crime_date,area,crime_type,latitude,longitude,risk_level,source,status,description,created_at
8843,2024-12-08,Shadman,"Street Crime",31.528880,74.320627,Medium,public,unverified,,"2025-08-10 20:46:15"
8844,2024-12-20,Gulshan-e-Ravi,Robbery,31.551069,74.319190,Medium,public,unverified,,"2025-08-10 20:46:15"
8845,2024-01-28,"Ferozepur Road",Robbery,31.506735,74.311947,Medium,predicted,verified,,"2025-08-10 20:46:15"
8846,2024-06-03,"Allama Iqbal Town",Robbery,31.510258,74.340133,Medium,public,unverified,,"2025-08-10 20:46:15"
8847,2024-02-03,"Bahria Orchard",Robbery,31.410528,74.199024,Medium,predicted,unverified,,"2025-08-10 20:46:15"
8848,2024-02-15,Shadman,"Street Crime",31.529718,74.320243,Medium,predicted,unverified,,"2025-08-10 20:46:15"
8849,2024-01-11,"Johar Town","Street Crime",31.454464,74.299234,Medium,public,verified,,"2025-08-10 20:46:15"
8850,2024-07-17,Shahdara,"Violent Crime",31.579259,74.370711,Medium,public,unverified,,"2025-08-10 20:46:15"
8851,2024-06-01,"Bahria Town Lahore","Vehicle Theft",31.398233,74.187534,Medium,predicted,verified,,"2025-08-10 20:46:15"
8852,2024-05-21,Cantt,Robbery,31.539617,74.331910,Medium,public,unverified,,"2025-08-10 20:46:15"
8853,2024-03-17,"Liberty Market","Street Crime",31.515503,74.325689,Medium,public,unverified,,"2025-08-10 20:46:15"
8854,2024-12-23,"Ferozepur Road",Burglary,31.504547,74.310233,Medium,public,verified,,"2025-08-10 20:46:15"
8855,2024-04-05,Sabzazar,"Violent Crime",31.481992,74.278882,Medium,public,unverified,,"2025-08-10 20:46:15"
8856,2024-07-28,"Allama Iqbal Town",Robbery,31.510708,74.340886,Medium,predicted,verified,,"2025-08-10 20:46:15"
8857,2024-04-15,Cantt,Burglary,31.539914,74.331195,Medium,public,unverified,,"2025-08-10 20:46:15"
8858,2024-02-24,"Green Town",Robbery,31.466725,74.299265,Medium,predicted,verified,,"2025-08-10 20:46:15"
8859,2024-03-08,Gulshan-e-Ravi,"Violent Crime",31.548059,74.319132,Medium,public,unverified,,"2025-08-10 20:46:15"
8860,2024-07-07,"Model Town","Street Crime",31.485657,74.317970,Medium,predicted,verified,,"2025-08-10 20:46:15"
8861,2024-09-04,"DHA Phase 6","Street Crime",31.454769,74.404681,Medium,public,unverified,,"2025-08-10 20:46:15"
8862,2024-09-28,"Garden Town","Vehicle Theft",31.490771,74.291999,Medium,predicted,unverified,,"2025-08-10 20:46:15"
8863,2024-02-17,"DHA Phase 6",Robbery,31.456669,74.405705,Medium,public,verified,,"2025-08-10 20:46:15"
8864,2024-12-12,"DHA Phase 3",Robbery,31.470244,74.388889,Medium,public,verified,,"2025-08-10 20:46:15"
8865,2024-07-08,"Green Town","Street Crime",31.466155,74.299341,Medium,public,unverified,,"2025-08-10 20:46:15"
8866,2024-03-13,"Garden Town","Violent Crime",31.488520,74.288841,Medium,public,unverified,,"2025-08-10 20:46:15"
8867,2024-01-24,"Muslim Town",Robbery,31.520122,74.311028,Medium,public,unverified,,"2025-08-10 20:46:15"
8868,2024-05-21,"Iqbal Town","Vehicle Theft",31.504228,74.334866,Medium,predicted,verified,,"2025-08-10 20:46:15"
8869,2024-04-23,"Iqbal Town",Burglary,31.504784,74.334896,Medium,predicted,verified,,"2025-08-10 20:46:15"
8870,2024-12-23,Shahdara,"Street Crime",31.579334,74.370826,Medium,public,verified,,"2025-08-10 20:46:15"
8871,2024-09-22,"Model Town",Burglary,31.482180,74.314869,Medium,public,verified,,"2025-08-10 20:46:15"
8872,2024-11-18,"Green Town",Robbery,31.466283,74.299566,Medium,public,verified,,"2025-08-10 20:46:15"
8873,2024-06-04,Cantt,"Street Crime",31.538554,74.328515,Medium,public,unverified,,"2025-08-10 20:46:15"
8874,2024-02-13,Shahdara,"Vehicle Theft",31.578181,74.371816,Medium,predicted,unverified,,"2025-08-10 20:46:15"
8875,2024-06-22,"DHA Phase 3","Street Crime",31.468289,74.390952,Medium,public,unverified,,"2025-08-10 20:46:15"
8876,2024-09-27,"Green Town",Robbery,31.466719,74.298713,Medium,public,verified,,"2025-08-10 20:46:15"
8877,2024-06-12,"Allama Iqbal Town",Robbery,31.511144,74.341235,Medium,predicted,unverified,,"2025-08-10 20:46:15"
8878,2024-03-14,"DHA Phase 3","Street Crime",31.470115,74.388647,Medium,public,unverified,,"2025-08-10 20:46:15"
8879,2024-06-26,"Iqbal Town","Street Crime",31.504276,74.336121,Medium,predicted,unverified,,"2025-08-10 20:46:15"
8880,2024-12-10,Gulshan-e-Ravi,"Street Crime",31.550369,74.321443,Medium,predicted,unverified,,"2025-08-10 20:46:15"
8881,2024-09-14,"Wapda Town","Street Crime",31.468636,74.288757,Medium,public,verified,,"2025-08-10 20:46:15"
8882,2024-06-02,"Wapda Town","Violent Crime",31.468359,74.290922,Medium,predicted,unverified,,"2025-08-10 20:46:15"
8883,2024-08-25,"DHA Phase 6","Vehicle Theft",31.454159,74.405042,Medium,public,unverified,,"2025-08-10 20:46:15"
8884,2024-04-13,"Model Town","Violent Crime",31.482223,74.314390,Medium,public,unverified,,"2025-08-10 20:46:15"
8885,2024-03-11,Township,"Vehicle Theft",31.488334,74.269365,Medium,predicted,unverified,,"2025-08-10 20:46:15"
8886,2024-02-01,"DHA Phase 2",Burglary,31.476346,74.386110,Medium,public,verified,,"2025-08-10 20:46:15"
8887,2024-09-10,Sabzazar,"Violent Crime",31.481342,74.278616,Medium,public,unverified,,"2025-08-10 20:46:15"
8888,2024-05-04,"DHA Phase 8","Vehicle Theft",31.446660,74.415935,Medium,public,unverified,,"2025-08-10 20:46:15"
8889,2024-07-26,"Johar Town","Vehicle Theft",31.457073,74.299419,Medium,predicted,verified,,"2025-08-10 20:46:15"
8890,2024-02-02,"DHA Phase 3","Violent Crime",31.471024,74.392000,Medium,public,unverified,,"2025-08-10 20:46:15"
8891,2024-03-09,"DHA Phase 1",Robbery,31.480212,74.379634,Medium,predicted,unverified,,"2025-08-10 20:46:15"
8892,2024-09-23,"DHA Phase 7","Street Crime",31.449481,74.409100,Medium,predicted,unverified,,"2025-08-10 20:46:15"
8893,2024-01-08,Sabzazar,Robbery,31.478319,74.280908,Medium,public,unverified,,"2025-08-10 20:46:15"
8894,2024-07-03,"Liberty Market",Robbery,31.514361,74.325095,Medium,public,unverified,,"2025-08-10 20:46:15"
8895,2024-01-26,Gulshan-e-Ravi,"Street Crime",31.551292,74.321096,Medium,public,verified,,"2025-08-10 20:46:15"
8896,2024-02-01,Cantt,"Violent Crime",31.539552,74.330675,Medium,public,verified,,"2025-08-10 20:46:15"
8897,2024-06-03,"DHA Phase 2",Burglary,31.475366,74.383044,Medium,public,unverified,,"2025-08-10 20:46:15"
8898,2024-08-16,"Allama Iqbal Town",Burglary,31.508159,74.339068,Medium,public,unverified,,"2025-08-10 20:46:15"
8899,2024-11-22,Cantt,Robbery,31.541411,74.331782,Medium,predicted,unverified,,"2025-08-10 20:46:15"
8900,2024-03-09,"Ferozepur Road","Vehicle Theft",31.503409,74.309149,Medium,public,unverified,,"2025-08-10 20:46:15"
8901,2024-12-02,"Bahria Town Lahore","Vehicle Theft",31.399931,74.186371,Medium,public,unverified,,"2025-08-10 20:46:15"
8902,2024-04-06,"Johar Town","Violent Crime",31.455623,74.297482,Medium,predicted,unverified,,"2025-08-10 20:46:15"
8903,2024-11-27,"DHA Phase 7","Street Crime",31.448372,74.410966,Medium,public,verified,,"2025-08-10 20:46:15"
8904,2024-04-14,"Liberty Market",Robbery,31.515660,74.325714,Medium,public,unverified,,"2025-08-10 20:46:15"
8905,2024-02-24,Township,"Vehicle Theft",31.489423,74.268196,Medium,predicted,verified,,"2025-08-10 20:46:15"
8906,2024-12-01,Shadman,"Vehicle Theft",31.529990,74.318649,Medium,predicted,unverified,,"2025-08-10 20:46:15"
8907,2024-04-02,"DHA Phase 1","Vehicle Theft",31.481407,74.380414,Medium,public,unverified,,"2025-08-10 20:46:15"
8908,2024-06-03,Cantt,Robbery,31.540377,74.330843,Medium,public,unverified,,"2025-08-10 20:46:15"
8909,2024-07-05,"DHA Phase 3","Street Crime",31.471406,74.390405,Medium,public,unverified,,"2025-08-10 20:46:15"
8910,2024-01-06,Sabzazar,Burglary,31.478257,74.279368,Medium,public,verified,,"2025-08-10 20:46:15"
8911,2024-06-27,"Allama Iqbal Town","Street Crime",31.510161,74.340276,Medium,public,verified,,"2025-08-10 20:46:15"
8912,2024-07-12,"Muslim Town",Burglary,31.518504,74.308624,Medium,public,verified,,"2025-08-10 20:46:15"
8913,2024-02-16,"Bahria Orchard","Violent Crime",31.411026,74.201031,Medium,public,unverified,,"2025-08-10 20:46:15"
8914,2024-04-10,Cantt,"Violent Crime",31.539785,74.330251,Medium,public,verified,,"2025-08-10 20:46:15"
8915,2024-02-21,"Model Town","Street Crime",31.484729,74.316849,Medium,public,verified,,"2025-08-10 20:46:15"
8916,2024-02-16,"Allama Iqbal Town",Robbery,31.511350,74.339564,Medium,public,verified,,"2025-08-10 20:46:15"
8917,2024-04-19,"DHA Phase 7",Robbery,31.451810,74.409786,Medium,public,verified,,"2025-08-10 20:46:15"
8918,2024-12-05,Township,"Street Crime",31.488479,74.270283,Medium,public,unverified,,"2025-08-10 20:46:15"
8919,2024-04-18,"Green Town","Violent Crime",31.466825,74.298669,Medium,predicted,verified,,"2025-08-10 20:46:15"
8920,2024-09-26,"DHA Phase 7","Street Crime",31.449248,74.409740,Medium,predicted,verified,,"2025-08-10 20:46:15"
8921,2024-03-18,"Garden Town","Vehicle Theft",31.489260,74.291494,Medium,public,verified,,"2025-08-10 20:46:15"
8922,2024-12-20,"DHA Phase 1",Burglary,31.481177,74.378464,Medium,public,verified,,"2025-08-10 20:46:16"
8923,2024-08-04,Shadman,Robbery,31.529346,74.319846,Medium,public,verified,,"2025-08-10 20:46:16"
8924,2024-01-16,"DHA Phase 7",Robbery,31.450835,74.408951,Medium,public,unverified,,"2025-08-10 20:46:16"
8925,2024-11-22,"Muslim Town","Street Crime",31.519009,74.311914,Medium,public,unverified,,"2025-08-10 20:46:16"
8926,2024-04-13,"DHA Phase 4","Street Crime",31.463593,74.396506,Medium,predicted,unverified,,"2025-08-10 20:46:16"
8927,2024-05-27,"Green Town",Robbery,31.463036,74.298632,Medium,public,verified,,"2025-08-10 20:46:16"
8928,2024-02-01,"Model Town",Robbery,31.485392,74.315572,Medium,public,unverified,,"2025-08-10 20:46:16"
8929,2024-09-24,"Green Town",Burglary,31.466892,74.301128,Medium,public,unverified,,"2025-08-10 20:46:16"
8930,2024-03-22,"DHA Phase 1",Burglary,31.481333,74.380280,Medium,predicted,unverified,,"2025-08-10 20:46:16"
8931,2024-01-21,"Iqbal Town","Violent Crime",31.504501,74.333014,Medium,predicted,verified,,"2025-08-10 20:46:16"
8932,2024-02-06,"Green Town","Street Crime",31.465873,74.300388,Medium,predicted,unverified,,"2025-08-10 20:46:16"
8933,2024-09-09,"Liberty Market",Burglary,31.515158,74.326040,Medium,public,unverified,,"2025-08-10 20:46:16"
8934,2024-10-26,"DHA Phase 7","Street Crime",31.449795,74.410481,Medium,public,unverified,,"2025-08-10 20:46:16"
8935,2024-08-22,Raiwind,Burglary,31.249707,74.218585,Medium,predicted,verified,,"2025-08-10 20:46:16"
8936,2024-06-23,"DHA Phase 1","Vehicle Theft",31.478532,74.378547,Medium,public,verified,,"2025-08-10 20:46:16"
8937,2024-02-13,"Model Town","Street Crime",31.482558,74.317391,Medium,public,unverified,,"2025-08-10 20:46:16"
8938,2024-08-06,"Ferozepur Road","Street Crime",31.505164,74.308923,Medium,public,verified,,"2025-08-10 20:46:16"
8939,2024-11-28,"Ferozepur Road","Vehicle Theft",31.504401,74.308677,Medium,public,verified,,"2025-08-10 20:46:16"
8940,2024-12-15,"DHA Phase 3","Violent Crime",31.468225,74.390794,Medium,public,unverified,,"2025-08-10 20:46:16"
8941,2024-02-21,"Johar Town","Vehicle Theft",31.454557,74.299965,Medium,predicted,unverified,,"2025-08-10 20:46:16"
8942,2024-10-07,Shahdara,Robbery,31.581996,74.368731,Medium,public,unverified,,"2025-08-10 20:46:16"
8943,2024-09-24,"DHA Phase 3",Robbery,31.471649,74.391484,Medium,predicted,unverified,,"2025-08-10 20:46:16"
8944,2024-12-05,"Muslim Town",Robbery,31.519364,74.308919,Medium,predicted,unverified,,"2025-08-10 20:46:16"
8945,2024-09-10,"Allama Iqbal Town",Robbery,31.508379,74.341174,Medium,predicted,unverified,,"2025-08-10 20:46:16"
8946,2024-06-16,"DHA Phase 2","Violent Crime",31.475569,74.384976,Medium,public,unverified,,"2025-08-10 20:46:16"
8947,2024-05-19,"DHA Phase 1",Burglary,31.479944,74.379891,Medium,public,verified,,"2025-08-10 20:46:16"
8948,2024-12-07,"DHA Phase 5",Robbery,31.459742,74.400382,Medium,public,unverified,,"2025-08-10 20:46:16"
8949,2024-05-28,Sabzazar,Burglary,31.481502,74.278834,Medium,public,unverified,,"2025-08-10 20:46:16"
8950,2024-07-10,"Bahria Town Lahore",Robbery,31.396675,74.187914,Medium,public,unverified,,"2025-08-10 20:46:16"
8951,2024-03-09,Sabzazar,"Violent Crime",31.481596,74.281651,Medium,predicted,unverified,,"2025-08-10 20:46:16"
8952,2024-07-11,"Muslim Town",Robbery,31.518086,74.310859,Medium,predicted,unverified,,"2025-08-10 20:46:16"
8953,2024-12-10,Township,Burglary,31.491015,74.268006,Medium,public,unverified,,"2025-08-10 20:46:16"
8954,2024-07-19,Township,"Street Crime",31.490914,74.268834,Medium,public,verified,,"2025-08-10 20:46:16"
8955,2024-04-02,Gulshan-e-Ravi,Burglary,31.549751,74.321219,Medium,predicted,unverified,,"2025-08-10 20:46:16"
8956,2024-12-03,"DHA Phase 2","Violent Crime",31.474907,74.383788,Medium,predicted,verified,,"2025-08-10 20:46:16"
8957,2024-03-06,Shadman,Burglary,31.529286,74.318636,Medium,predicted,unverified,,"2025-08-10 20:46:16"
8958,2024-10-27,"Liberty Market",Robbery,31.516285,74.328612,Medium,predicted,verified,,"2025-08-10 20:46:16"
8959,2024-04-13,"DHA Phase 8",Burglary,31.444814,74.415554,Medium,predicted,unverified,,"2025-08-10 20:46:16"
8960,2024-03-22,"Bahria Orchard","Vehicle Theft",31.411925,74.198615,Medium,predicted,unverified,,"2025-08-10 20:46:16"
8961,2024-09-17,"DHA Phase 6","Street Crime",31.456470,74.406441,Medium,public,unverified,,"2025-08-10 20:46:16"
8962,2024-12-24,"DHA Phase 8","Vehicle Theft",31.443711,74.414503,Medium,public,verified,,"2025-08-10 20:46:16"
8963,2024-05-23,"Iqbal Town","Street Crime",31.506267,74.335548,Medium,public,verified,,"2025-08-10 20:46:16"
8964,2024-08-18,"Liberty Market","Vehicle Theft",31.514848,74.327464,Medium,public,unverified,,"2025-08-10 20:46:16"
8965,2024-06-27,Shahdara,"Vehicle Theft",31.578370,74.368932,Medium,public,unverified,,"2025-08-10 20:46:16"
8966,2024-01-17,"Wapda Town",Robbery,31.469656,74.290218,Medium,public,unverified,,"2025-08-10 20:46:16"
8967,2024-12-14,Sabzazar,Robbery,31.479472,74.278304,Medium,public,unverified,,"2025-08-10 20:46:16"
8968,2024-06-27,"Muslim Town","Violent Crime",31.518723,74.309117,Medium,public,unverified,,"2025-08-10 20:46:16"
8969,2024-06-17,"Iqbal Town",Robbery,31.505319,74.336792,Medium,predicted,verified,,"2025-08-10 20:46:16"
8970,2024-08-22,Shahdara,Robbery,31.581784,74.369443,Medium,public,unverified,,"2025-08-10 20:46:16"
8971,2024-05-19,"Wapda Town","Violent Crime",31.468236,74.291635,Medium,public,unverified,,"2025-08-10 20:46:16"
8972,2024-02-21,"DHA Phase 4",Burglary,31.466834,74.394382,Medium,public,verified,,"2025-08-10 20:46:16"
8973,2024-01-24,"Garden Town",Burglary,31.490497,74.289912,Medium,predicted,unverified,,"2025-08-10 20:46:16"
8974,2024-04-15,Sabzazar,Burglary,31.479081,74.278785,Medium,public,unverified,,"2025-08-10 20:46:16"
8975,2024-05-23,Raiwind,"Vehicle Theft",31.250921,74.218153,Medium,predicted,unverified,,"2025-08-10 20:46:16"
8976,2024-07-25,Sabzazar,Burglary,31.480532,74.281047,Medium,public,unverified,,"2025-08-10 20:46:16"
8977,2024-04-15,"Model Town","Street Crime",31.483610,74.315597,Medium,predicted,unverified,,"2025-08-10 20:46:16"
8978,2024-07-19,"Muslim Town","Street Crime",31.519426,74.308216,Medium,public,unverified,,"2025-08-10 20:46:16"
8979,2024-09-05,"Muslim Town","Violent Crime",31.518249,74.309393,Medium,predicted,verified,,"2025-08-10 20:46:16"
8980,2024-06-13,Gulshan-e-Ravi,"Violent Crime",31.550679,74.318939,Medium,predicted,verified,,"2025-08-10 20:46:16"
8981,2024-01-16,"Iqbal Town",Robbery,31.506965,74.333607,Medium,public,unverified,,"2025-08-10 20:46:16"
8982,2024-09-12,"Model Town",Robbery,31.484765,74.316499,Medium,public,unverified,,"2025-08-10 20:46:16"
8983,2024-11-17,"DHA Phase 8","Street Crime",31.445111,74.416781,Medium,public,unverified,,"2025-08-10 20:46:16"
8984,2024-03-24,Shahdara,Robbery,31.579471,74.370812,Medium,predicted,unverified,,"2025-08-10 20:46:16"
8985,2024-03-14,Shadman,Robbery,31.529937,74.320458,Medium,predicted,unverified,,"2025-08-10 20:46:16"
8986,2024-11-06,"Green Town","Street Crime",31.464335,74.298888,Medium,public,unverified,,"2025-08-10 20:46:16"
8987,2024-11-12,Gulberg,Burglary,31.519647,74.340280,Medium,public,unverified,,"2025-08-10 20:46:16"
8988,2024-11-01,"DHA Phase 6",Robbery,31.454568,74.406385,Medium,public,verified,,"2025-08-10 20:46:16"
8989,2024-05-19,"Wapda Town","Vehicle Theft",31.471651,74.291006,Medium,public,verified,,"2025-08-10 20:46:16"
8990,2024-06-13,"DHA Phase 4","Vehicle Theft",31.464179,74.395950,Medium,public,unverified,,"2025-08-10 20:46:16"
8991,2024-11-13,Shahdara,Robbery,31.578707,74.368318,Medium,predicted,unverified,,"2025-08-10 20:46:16"
8992,2024-06-02,"Green Town","Street Crime",31.465285,74.301572,Medium,public,unverified,,"2025-08-10 20:46:16"
8993,2024-07-20,Shahdara,"Vehicle Theft",31.578676,74.371398,Medium,public,unverified,,"2025-08-10 20:46:16"
8994,2024-02-05,"Wapda Town",Robbery,31.470943,74.289541,Medium,public,unverified,,"2025-08-10 20:46:16"
8995,2024-09-15,"Allama Iqbal Town",Burglary,31.509595,74.341646,Medium,predicted,verified,,"2025-08-10 20:46:16"
8996,2024-03-28,"Bahria Town Lahore","Street Crime",31.399090,74.186459,Medium,predicted,unverified,,"2025-08-10 20:46:16"
8997,2024-10-06,"DHA Phase 1",Robbery,31.480051,74.380382,Medium,public,unverified,,"2025-08-10 20:46:16"
8998,2024-03-27,Shadman,"Violent Crime",31.528061,74.319435,Medium,public,verified,,"2025-08-10 20:46:16"
8999,2024-07-07,"DHA Phase 7","Vehicle Theft",31.451873,74.411960,Medium,public,unverified,,"2025-08-10 20:46:16"
9000,2024-10-11,Raiwind,Robbery,31.251237,74.219991,Medium,predicted,unverified,,"2025-08-10 20:46:16"
9001,2024-01-10,Township,"Street Crime",31.490631,74.271517,Medium,public,unverified,,"2025-08-10 20:46:16"
9002,2024-12-27,Gulberg,Robbery,31.518413,74.340319,Medium,public,unverified,,"2025-08-10 20:46:16"
9003,2024-01-17,"Liberty Market","Street Crime",31.516886,74.326606,Medium,public,unverified,,"2025-08-10 20:46:16"
9004,2024-11-06,"DHA Phase 4","Street Crime",31.463563,74.396409,Medium,public,unverified,,"2025-08-10 20:46:16"
9005,2024-07-25,Shadman,Robbery,31.530849,74.321742,Medium,public,verified,,"2025-08-10 20:46:16"
9006,2024-02-01,"DHA Phase 8","Street Crime",31.443210,74.413080,Medium,public,unverified,,"2025-08-10 20:46:16"
9007,2024-05-14,"DHA Phase 3",Robbery,31.468104,74.389602,Medium,public,unverified,,"2025-08-10 20:46:16"
9008,2024-04-02,Township,"Street Crime",31.490800,74.269145,Medium,public,unverified,,"2025-08-10 20:46:16"
9009,2024-12-06,"DHA Phase 5","Street Crime",31.460732,74.401736,Medium,predicted,verified,,"2025-08-10 20:46:16"
9010,2024-09-02,"Muslim Town","Street Crime",31.519005,74.310188,Medium,public,unverified,,"2025-08-10 20:46:16"
9011,2024-08-18,"DHA Phase 7",Burglary,31.448187,74.411614,Medium,predicted,unverified,,"2025-08-10 20:46:16"
9012,2024-02-06,"DHA Phase 8","Street Crime",31.446559,74.416512,Medium,public,verified,,"2025-08-10 20:46:16"
9013,2024-05-03,"Bahria Orchard",Burglary,31.410176,74.201797,Medium,public,unverified,,"2025-08-10 20:46:16"
9014,2024-03-14,"DHA Phase 5",Robbery,31.459971,74.400404,Medium,public,unverified,,"2025-08-10 20:46:16"
9015,2024-02-24,"DHA Phase 8","Street Crime",31.446435,74.413760,Medium,public,unverified,,"2025-08-10 20:46:16"
9016,2024-11-26,"DHA Phase 2",Robbery,31.475945,74.385281,Medium,predicted,verified,,"2025-08-10 20:46:16"
9017,2024-02-10,Township,"Street Crime",31.489897,74.268527,Medium,public,unverified,,"2025-08-10 20:46:17"
9018,2024-02-08,Shahdara,Burglary,31.580017,74.368468,Medium,public,verified,,"2025-08-10 20:46:17"
9019,2024-03-15,"Bahria Orchard","Street Crime",31.410767,74.200802,Medium,predicted,unverified,,"2025-08-10 20:46:17"
9020,2024-06-10,"DHA Phase 6","Violent Crime",31.455952,74.406779,Medium,public,unverified,,"2025-08-10 20:46:17"
9021,2024-11-21,"Muslim Town",Burglary,31.519462,74.311471,Medium,public,unverified,,"2025-08-10 20:46:17"
9022,2024-03-19,"Ferozepur Road",Burglary,31.504359,74.311789,Medium,public,unverified,,"2025-08-10 20:46:17"
9023,2024-08-21,"Model Town",Burglary,31.483459,74.317509,Medium,public,unverified,,"2025-08-10 20:46:17"
9024,2024-01-11,"DHA Phase 2",Burglary,31.475460,74.383444,Medium,public,verified,,"2025-08-10 20:46:17"
9025,2024-12-04,"Garden Town",Robbery,31.490137,74.288863,Medium,public,unverified,,"2025-08-10 20:46:17"
9026,2024-06-16,Gulberg,"Violent Crime",31.521743,74.341792,Medium,public,verified,,"2025-08-10 20:46:17"
9027,2024-10-20,"Wapda Town","Vehicle Theft",31.470562,74.290387,Medium,public,unverified,,"2025-08-10 20:46:17"
9028,2024-03-15,Township,"Vehicle Theft",31.488800,74.269578,Medium,public,unverified,,"2025-08-10 20:46:17"
9029,2024-07-02,"Allama Iqbal Town","Street Crime",31.511167,74.341102,Medium,predicted,unverified,,"2025-08-10 20:46:17"
9030,2024-06-11,"DHA Phase 6","Vehicle Theft",31.454884,74.405507,Medium,public,unverified,,"2025-08-10 20:46:17"
9031,2024-06-02,"Allama Iqbal Town","Street Crime",31.508225,74.340395,Medium,public,verified,,"2025-08-10 20:46:17"
9032,2024-10-07,"DHA Phase 5",Burglary,31.460649,74.400355,Medium,public,unverified,,"2025-08-10 20:46:17"
9033,2024-11-26,"Allama Iqbal Town",Burglary,31.510921,74.338776,Medium,public,verified,,"2025-08-10 20:46:17"
9034,2024-02-12,"DHA Phase 1","Vehicle Theft",31.481643,74.378434,Medium,public,unverified,,"2025-08-10 20:46:17"
9035,2024-04-04,"Wapda Town","Street Crime",31.471237,74.289656,Medium,public,unverified,,"2025-08-10 20:46:17"
9036,2024-03-20,Sabzazar,"Street Crime",31.480287,74.280297,Medium,predicted,unverified,,"2025-08-10 20:46:17"
9037,2024-04-25,"Liberty Market","Violent Crime",31.514971,74.328328,Medium,public,unverified,,"2025-08-10 20:46:17"
9038,2024-01-22,"Model Town","Street Crime",31.482615,74.315441,Medium,predicted,unverified,,"2025-08-10 20:46:17"
9039,2024-03-09,Shadman,"Street Crime",31.528922,74.320774,Medium,public,unverified,,"2025-08-10 20:46:17"
9040,2024-08-25,"Johar Town","Street Crime",31.456978,74.300888,Medium,public,verified,,"2025-08-10 20:46:17"
9041,2024-06-10,Gulshan-e-Ravi,Burglary,31.550789,74.320324,Medium,public,verified,,"2025-08-10 20:46:17"
9042,2024-10-12,"Garden Town","Street Crime",31.488658,74.289512,Medium,predicted,unverified,,"2025-08-10 20:46:17"
9043,2024-05-11,"Garden Town","Street Crime",31.488225,74.290534,Medium,public,unverified,,"2025-08-10 20:46:17"
9044,2024-10-27,"Garden Town",Robbery,31.488965,74.291690,Medium,public,unverified,,"2025-08-10 20:46:17"
9045,2024-06-05,"Bahria Orchard",Robbery,31.410897,74.198624,Medium,public,verified,,"2025-08-10 20:46:17"
9046,2024-01-27,"Bahria Orchard","Vehicle Theft",31.409838,74.200949,Medium,public,unverified,,"2025-08-10 20:46:17"
9047,2024-06-05,"Iqbal Town","Street Crime",31.503441,74.335405,Medium,public,unverified,,"2025-08-10 20:46:17"
9048,2024-06-02,"Liberty Market","Violent Crime",31.515429,74.326922,Medium,public,verified,,"2025-08-10 20:46:17"
9049,2024-06-21,"Johar Town","Street Crime",31.456481,74.299982,Medium,public,unverified,,"2025-08-10 20:46:17"
9050,2024-06-27,Shadman,Burglary,31.530566,74.318950,Medium,public,unverified,,"2025-08-10 20:46:17"
9051,2024-10-26,Raiwind,"Street Crime",31.251778,74.218321,Medium,public,unverified,,"2025-08-10 20:46:17"
9052,2024-05-06,Gulshan-e-Ravi,"Street Crime",31.548998,74.321106,Medium,public,unverified,,"2025-08-10 20:46:17"
9053,2024-04-04,"Allama Iqbal Town",Robbery,31.511615,74.338692,Medium,predicted,verified,,"2025-08-10 20:46:17"
9054,2024-03-15,Cantt,Burglary,31.540330,74.330205,Medium,public,verified,,"2025-08-10 20:46:17"
9055,2024-02-28,"Iqbal Town",Robbery,31.504703,74.334004,Medium,public,verified,,"2025-08-10 20:46:17"
9056,2024-12-05,"DHA Phase 6","Street Crime",31.456794,74.405293,Medium,public,verified,,"2025-08-10 20:46:17"
9057,2024-06-28,"DHA Phase 8",Robbery,31.446568,74.415399,Medium,public,unverified,,"2025-08-10 20:46:17"
9058,2024-02-21,"Bahria Orchard","Street Crime",31.410670,74.201269,Medium,predicted,verified,,"2025-08-10 20:46:17"
9059,2024-12-20,"Garden Town",Robbery,31.490360,74.290408,Medium,public,verified,,"2025-08-10 20:46:17"
9060,2024-08-24,Township,Robbery,31.488370,74.271303,Medium,predicted,unverified,,"2025-08-10 20:46:17"
9061,2024-09-15,Township,Robbery,31.491330,74.271775,Medium,public,unverified,,"2025-08-10 20:46:17"
9062,2024-06-27,Gulberg,Robbery,31.520036,74.341471,Medium,public,unverified,,"2025-08-10 20:46:17"
9063,2024-02-22,"Ferozepur Road","Violent Crime",31.505663,74.310792,Medium,public,unverified,,"2025-08-10 20:46:17"
9064,2024-03-10,Raiwind,"Vehicle Theft",31.251196,74.218591,Medium,public,unverified,,"2025-08-10 20:46:17"
9065,2024-02-01,"Muslim Town","Street Crime",31.518745,74.308808,Medium,public,verified,,"2025-08-10 20:46:17"
9066,2024-11-14,"Wapda Town","Violent Crime",31.469660,74.290406,Medium,public,unverified,,"2025-08-10 20:46:17"
9067,2024-11-09,"Johar Town","Vehicle Theft",31.458189,74.299897,Medium,predicted,unverified,,"2025-08-10 20:46:17"
9068,2024-07-24,"Wapda Town","Street Crime",31.469959,74.288070,Medium,predicted,unverified,,"2025-08-10 20:46:17"
9069,2024-07-22,Raiwind,"Vehicle Theft",31.250413,74.219343,Medium,public,unverified,,"2025-08-10 20:46:17"
9070,2024-09-24,"Johar Town","Street Crime",31.457374,74.299284,Medium,public,unverified,,"2025-08-10 20:46:17"
9071,2024-01-12,"DHA Phase 3","Street Crime",31.471039,74.390549,Medium,public,verified,,"2025-08-10 20:46:17"
